tieu_de,dia_chi,mo_ta,loai_hinh,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,dac_diem,quan,gia_ban_num,dien_tich_num,dien_tich_dat_num,dien_tich_su_dung_num,chieu_ngang_num,chieu_dai_num,gia_m2_num,log_gia_ban,so_phong_ve_sinh_missing,tong_so_tang_missing,chieu_ngang_num_missing,chieu_dai_num_missing,kw_mat_tien,kw_hem_xe_hoi,kw_so_hong,kw_gan_cho,kw_gan_truong,kw_thuong_mai,kw_nha_pho,is_outlier_any_6cols,outlier_count_6cols
BÌNH THẠNH - SIÊU VIP LÊ VĂN DUYỆT - 7 TẦNG THANG MÁY - 80M2 - 10 PHÒN,"Đường Lê Văn Duyệt, Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","Vị trí: Cực kỳ đăc địa ngay sát mặt tiên đường Lê Van Duyệt, Phường 1, Quận Bình Thạnh, chí cách mặt tiền 20m. Nhà năm trong khu hẻm phân lô thông thoáng, xe tải di chuyển dễ dàng, thông trực tiếp ra đường Vạn Kiếp và khu phố ẩm thực sầm uất. Đây là khu vực VIP nhất Bình Thạnh, đối diện trường học, gần công viên và đầy đủ các tiện ích hành chính công.
Diện tích công nhận: (4m x 20m).
Kết cấu và Công năng: Nhà kết cấu 7 tầng bê tông cốt thép chắc chắn, bao gồm hầm, trệt, lửng, 3 lầu và sân thượng. Nhà trang bị thang máy lớn hiện đại, phía trước có sân rộng rãi. Hiện trạng có 10 phòng khép kín, chủ đang khai thác căn hộ dịch vụ với thu nhập ổn định.
Tiềm năng khai thác: Với vị trí sát mặt tiền và kết cấu cao tầng có thang máy, ngôi nhà cực kỳ phù hợp đê tiếp tục kinh doanh căn hộ dịch vụ, mở văn phòng công ty hoặc làm phòng khám, spa. Khu dân cư cao cấp, an ninh, thuận tiện cho mọi hoạt động kinh doanh và định cư lâu dài.
Pháp lý: Sổ hồng riêng, hoàn công đầy đủ. Pháp lý chuẩn.
Liên hệ: *** - Mr Quốc Đại để xem nhà và nhận tư vấn giải pháp tài chính, sở hữu nhà trung tâm miễn phí.","Nhà mặt phố, mặt tiền",Đã có sổ,10.0,7,7,Không rõ,Không rõ,Binh Thanh,19.1,80.0,80.0,80.0,4.0,20.0,238.75,3.0007198150650303,0,0,0,0,1,0,1,0,1,0,0,True,1
🏡🔥 NHÀ LÔ GÓC – HẺM Ô TÔ THÔNG – PHAN VĂN TRỊ – GẦN CHỢ CÂY THỊ – 8 TỶ,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","🏡🔥 NHÀ LÔ GÓC – HẺM Ô TÔ THÔNG – PHAN VĂN TRỊ – GẦN CHỢ CÂY THỊ – 8 TỶ 🔥🏡
📍 Bình Thạnh
 • Diện tích: 63m² – lô góc thoáng
 • Kết cấu: 1 trệt 3 lầu + sân thượng
 • Công năng: Phòng khách, bếp, 3PN – 3WC
 • Hẻm ô tô thông, ra Phan Văn Trị nhanh
 • Gần chợ Cây Thị, tiện ích đầy đủ
 • Phù hợp ở gia đình, văn phòng, kinh doanh, cho thuê
 • Chủ thiện chí bán, giá tốt phân khúc

💰 Giá chào: 8 tỷ (thương lượng)

📲 ***
Xem nhà miễn phí – Tư vấn p.háp lý – Định giá – Hỗ trợ 24/24
#BanNhaBinhThanh
#PhanVanTri
#ChoCayThi
#LoGoc
#HemOtoThong","Nhà ngõ, hẻm",Đã có sổ,3.0,3,4,Nội thất đầy đủ,Hẻm xe hơi,Binh Thanh,8.0,63.0,63.0,130.0,8.0,8.0,126.98,2.19722457733622,0,0,0,0,0,1,0,1,0,0,0,True,1
Bán nhà mặt tiền khu cho thuê căn hộ cao cấp,"Đường Ngô Tất Tố, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","Bán nhà cấp 4 tiện xây dựng Văn phòng và CHDV cao cấp. Sát Nguyễn Hữu Cảnh ra Q1, Thủ thiêm chỉ 2p. Khu rất an ninh.","Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4,1,Không rõ,Không rõ,Binh Thanh,36.0,181.0,181.0,300.0,4.2,48.0,198.9,3.610917912644224,0,0,0,0,1,0,0,0,0,0,0,True,2
"Nhà hẻm 480,dt:179m2 3 phòng ngủ","480/65/24, Đường Bình Quới, Phường 28, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Quới, TP Hồ Chí Minh mới)","Bán nhà hẻm 480 Bình Quới dt:179m2 sổ công nhận 166m2 thổ cư ,nhà có 3 phòng ngủ,2 toilet, hẻm trước nhà 2,5m cách hẻm xe tải 10m, sát trường mầm non p28 cũ,cần bán gấp về quê chăm sóc cha mẹ già nên bán giá rẻ hơn thị trường rất nhiều giá 36triệu/m2 còn thương lượng LH:*** (chính chủ)","Nhà ngõ, hẻm",Đã có sổ,3.0,2,1,Nội thất đầy đủ,Nhà nở hậu,Binh Thanh,6.0,179.0,179.0,179.0,6.033937202883082,18.778899274932154,33.52,1.9459101490553128,0,1,1,1,0,1,1,0,1,0,0,True,1
"GÓC 3 MT PHAN VĂN TRỊ,P14 BT, 6X20M, 5 TẦNG, HĐT 70TR GIÁ CHỈ 22 TỶ TL","Đường Phan Văn Trị, Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","GÓC 3 MẶT TIỀN – PHAN VĂN TRỊ, P14, BÌNH THẠNH – DÒNG TIỀN CAO khu kinh doanh sầm uất, nhận diện thương hiệu cực tốt, phù hợp khai thác đa ngành.

🔹 Diện tích: Ngang 5.5m x Dài 20m
🔹 Kết cấu: 5 tầng kiên cố, tối ưu khai thác
🔹 Pháp lý: Sổ hồng riêng, hoàn công đầy đủ
🔹 Hiện trạng: Có HĐT cũ 70 triệu/tháng, dòng tiền ổn định

✨ Ưu điểm nổi bật:
Góc 3 mặt tiền cực hiếm trên trục Phan Văn Trị
Lượng xe cộ đông đúc, kinh doanh – cho thuê luôn kín khách
Thích hợp: văn phòng công ty, ngân hàng, spa, thẩm mỹ viện, showroom, CHDV cao cấp

💰 Giá bán: 22 tỷ – thương lượng mạnh","Nhà mặt phố, mặt tiền",Không rõ,11.0,7,5,Không rõ,Không rõ,Binh Thanh,22.0,110.0,110.0,110.0,5.5,20.0,200.0,3.1354942159291497,0,0,0,0,1,0,1,0,0,0,1,True,1
"Bán nhà MẶT TIỀN Nguyễn Thượng Hiền, Bình Thạnh, 145m2, 3 tầng, 15 tỷ.","Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","# HHNTH008
Bán nhà MẶT TIỀN Nguyễn Thượng Hiền, Bình Thạnh, 145m2, 3 tầng, 15 tỷ.
🔥🔥🔥 MẶT TIỀN - LÔ GÓC- KINH DOANH ĐA NGHÀNH NGHỀ. 🔥🔥🔥
🍀Mô tả🍀
👉 Diện tích, kết cấu:
145m2
3 tầng, 5PN, 5WC
👉 Vị trí:
Mặt tiền
Vị trí giáp Phú Nhuận, Bình Thạnh, thuận tiện ra sân bay Tân Sơn Nhất.
Gần chợ, siêu thị, trường học các cấp.
Khu vực dân trí cao.
Nằm gần Trường học các cấp, gần chợ, Bệnh viện, Uỷ Ban Quận.,,
Liền kề Lê Quang Định, Nguyễn Văn Đậu, Phạm Văn Đồng
👉 Pháp lý: Chuẩn, Sổ hồng công chứng 1p30s.,,,,
👉 Giá: 15 tỷ
👉 Điểm cộng: mặt tiền góc tiện kinh doanh
👉 Liên hệ: Hiếu Huỳnh - Nhà Đất, 
#HHND85","Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5,3,Không rõ,Nhà dính quy hoạch / lộ giới,Binh Thanh,15.0,145.0,145.0,145.0,5.902545324970528,18.105467614824946,103.45,2.772588722239781,0,0,1,1,1,0,1,1,1,1,0,True,1
"CHỦ GIẢM SÂU CẦN BÁN NHANH Nhà hẻm xe hơi Bùi Đình Túy, P12 Bình Thạnh","Đường Bùi Đình Tuý, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","🔥 CHỦ GIẢM SÂU – CẦN THANH KHOẢN
🏠 Nhà hẻm xe hơi Bùi Đình Túy, P12 Bình Thạnh
💰 Giá chỉ 11 TỶ
📐 84m² (4x21) – 1 trệt 1 lầu
🛏 8 phòng – đang cho thuê
💵 Dòng tiền ổn định ~30tr/tháng
📍 Gần dự án Rạch Xuyên Tâm – tiềm năng tăng giá mạnh
📕 Sổ hồng riêng – hoàn công đủ
*** Việt Trần","Nhà ngõ, hẻm",Đã có sổ,8.0,5,2,Hoàn thiện cơ bản,Hẻm xe hơi,Binh Thanh,11.0,84.0,84.0,150.0,4.0,21.0,130.95,2.4849066497880004,0,0,0,0,0,1,1,0,0,0,0,True,1
"BIỆT THỰ 7x18m BÌNH LỢI, BÌNH THẠNH 2L GIÁ 19 TỶ","bình lợi, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Gia đình cần bán gấp căn biệt thự đường Bình Lợi, phường 13, Quận Bình Thạnh.
+ Diện tich: 7x18m. vuông vức, không lỗi phong thủy.
+ Kết cấu 2 Lầu Sân thượng gồm 4PN,5WC, Phòng khách, bếp, garage đậu xe 7 chỗ + sân trước.
Vị trí: Khu Biệt thự KDC Bình Lợi, yên tĩnh, dân trí cao, view sông (đi bộ ra bờ sông 3 phút), khu vưc cao ráo không ngập nước.
Pháp lý: sổ hồng công chứng trong ngày
Giá: 19 tỷ có thương lượng.
Liên hệ: Anh Minh thông tin chi tiết.",Nhà biệt thự,Đã có sổ,4.0,5,3,Nội thất đầy đủ,Hẻm xe hơi,Binh Thanh,19.0,126.0,126.0,267.0,7.0,18.0,150.79,2.995732273553991,0,0,0,0,0,0,1,0,0,0,1,True,1
"Bán nhà MT Phan Văn Trị , P.11,Bình thạnh 5.8x25 ,nhà C4 , 22 tỷ TL","Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Bán nhà MT Phan Văn Trị , P.11,Bình thạnh 5.8x25 ,nhà C4 , 22 tỷ TL
Nhà mặt phố Phan Văn Trị, Phường 11, Bình Thạnh, TP.HCM, với diện tích 120m2, thiết kế gồm 2PN + 1 WC/PT + bếp. Mặt tiền rộng 5.8m, ngõ vào 20m, phù hợp cho kinh doanh và sinh hoạt gia đình. Giá bán 22 tỷ VND, pháp lý đầy đủ, mang lại sự an tâm cho khách hàng. Phong thủy tốt, không gian sống thoáng đãng, thuận tiện di chuyển.

---
Khu vực xung quanh
- Bệnh viện Nhân Dân Gia Định, Bệnh viện Ung Bướu TP.HCM, Phòng khám đa khoa - Trạm y tế Phường Bình Lợi Trung
- Công viên , Công viên Văn Hóa Phú Nhuận, Công viên nhỏ
- Siêu thị Winmart+, Cửa hàng Winmart+ 298 Phan Văn Trị, Siêu thị Luxy - Bình Thạnh
- Trường Mầm Non 3 Ngọn Nến - Bình Thạnh - Cơ sở 1

Liên hệ ngay để được tư vấn miễn phí","Nhà mặt phố, mặt tiền",Đã có sổ,2.0,1,1,Không rõ,Không rõ,Binh Thanh,22.0,120.0,120.0,120.0,5.8,25.0,183.33,3.1354942159291497,0,0,0,0,1,0,0,0,1,1,0,True,1
BÁN GẤP NHÀ ĐẸP 5 TẦNG-5x14M-HXH NƠ TRANG LONG-BT,"Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","BÁN GẤP NHÀ ĐẸP 5 TẦNG BTCT KIÊN CỐ- HXH 1 TRỤC THẲNG, GẦN MẶT TIỀN NƠ TRANG LONG- BÌNH THẠNH

Diện tích : 70m2 ( 5 x 14 ) 

Thiết kế 5 tầng đẹp, hiện đại- gồm 8 phòng ngủ, phòng khách, bếp , sân thượng. Lô góc thoáng. Ánh sáng ngập tràn.

Khách mua ở hoặc cho thuê đều đẹp, có thể cải tạo thành 10 phòng làm CHDV hoặc lên thêm tầng nếu muốn 
Pháp lý chuẩn chỉnh, hoàn công đầy đủ, công chứng ngay
Giá : 12.5 tỷ có thương lượng cho khách thiện chí
Liên hệ ngay Huyền xem nhà, nhà thật, hình ảnh thật, thông tin thật
( không tiếp QC và MG cảm ơn )","Nhà ngõ, hẻm",Không rõ,8.0,6,5,Không rõ,Hẻm xe hơi,Binh Thanh,12.5,70.0,70.0,70.0,5.0,14.0,178.57,2.602689685444384,1,1,0,0,1,1,0,0,0,0,1,True,1
Chính chủ bán Villa mới xây siêu hiếm trong khu biệt thự Landmark 81,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","Mình Justin bán giùm anh của mình chính chủ căn villa siêu hiếm trong khu biệt thự Vinhomes Tân Cảng.
- Tầng hầm bố trí phòng Xì gà Lounge và khu spa tại nhà, có hồ thủy lực và xông hơi.
- Phòng ngủ master theo phong cách hoàng gia nằm riêng 1 tầng.
- Căn *** trong khu có sân thượng ngắm view Landmark 81, có quầy nướng BBQ để phục vụ các bữa tiệc ngoài trời cho gia đình.
- Nhà mới vừa hoàn thành xây dựng do công ty hàng đầu tại Việt Nam thiết kế và thi công. Phong cách kiến trúc cực kỳ đẳng cấp. Nội thất nhập trực tiếp từ Ý.

Khách nào tài chính phù hợp và thực sự thiện chí thì liên hệ mình dắt đi xem nhà nhé. 
Cám ơn.",Nhà biệt thự,Đã có sổ,5.0,6,4,Nội thất cao cấp,Không rõ,Binh Thanh,275.0,275.0,275.0,701.0,10.514735463010195,0.1,1.0,5.62040086571715,1,0,1,1,0,0,1,0,0,0,1,True,2
"Đất 3 mặt tiền Nguyễn Gia Trí, P25,Bình Thạnh","Đường Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","Định cư nước ngoài bán đất tặng quán cà phê 3 mặt tiền
*Mặt tiền Nguyễn Gia Trí p25 q Bình Thạnh
*Diện tích 320m2 (17×20)
*Gồm 1 Trệt 2 lầu 
*Không có hợp đồng thuê mua có thể vào kinh doanh ngay
*Giúp chủ mới kết nối cho thuê 120tr/th
*Thích hợp xây tòa nhà văn phòng,CHDV 1 hầm 5 tầng
*Số sẵn không dính ngân hàng
*Không MG
*Không Quảng Cáo","Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6,5,Không rõ,Không rõ,Binh Thanh,112.0,320.0,320.0,640.0,17.0,20.0,350.0,4.727387818712341,1,1,0,0,1,0,0,0,0,0,0,True,2
"Bán nhà đường XÔ VIẾT NGHỆ TĨNH quận BÌNH THẠNH giá 40,5 tỷ","XX, Đường Xô Viết Nghệ Tĩnh, Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","HẺM XE TẢI GẦN MẶT TIỀN - 1 ĐỜI CHỦ - TỔNG 16 PHÒNG ( 13 PHÒNG CHO THUÊ GẦN 30TR/THÁNG ) - THÍCH HỢP XÂY CHDV - ĐOẠN 2 CHIỀU.+ Hẻm xe tải gần mặt tiền, hẻm nhựa thông thoáng sạch sẽ, đoạn 2 chiều.

+ Chủ xây 2 căn riêng biệt - 1 căn chủ ở 3PN, căn còn lại 13 phòng khép kín ( cho thuê giá hữu nghị thu nhập gần 30tr ).

+ Chính chủ 1 đời, chủ thiện chí bán chia tài sản, hợp tác.

+ Pháp lý chuẩn, sổ đẹp, cất két sẵn sàng công chứng.","Nhà ngõ, hẻm",Đã có sổ,11.0,8,3,Hoàn thiện cơ bản,Hẻm xe hơi,Binh Thanh,40.5,286.0,286.0,286.0,10.0,28.0,141.61,3.725693427236653,1,0,0,0,1,1,1,0,0,0,0,True,5
BÁN BIỆT THỰ CAO CẤP KHU ĐẶNG THÙY TRÂM – BÌNH THẠNH,"Đường Bình Lợi, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","🏯BIỆT THỰ CAO CẤP KHU ĐẶNG THÙY TRÂM – BÌNH THẠNH
📍 Vị trí đẹp – Gần sân bay – Xe hơi ngủ trong nhà
✨ Phù hợp vừa ở vừa kinh doanh / làm văn phòng công ty
 • Diện tích: 8m x 18m, đất vuông vức – công nhận 150m²
 • Kết cấu: 1 trệt – 1 lửng – 2 lầu – sân thượng (4 tầng)
 • Thiết kế chuẩn biệt thự hiện đại, chính chủ tâm huyết xây dựng
 • Không gian thoáng sáng – nhiều cây xanh
 • Công năng linh hoạt: ở gia đình, văn phòng công ty, spa, showroom, trung tâm đào tạo
 • 8 phòng ngủ
 • 6 WC
 • Gara ô tô trong nhà
 • Nội thất đầy đủ, dọn vào sử dụng ngay
🔹 Pháp lý:
 • Sổ hồng riêng, hoàn công đầy đủ – sang tên nhanh
💰 Giá bán: 19 tỷ (thương lượng thiện chí)
📞 Liên hệ xem nhà:
☎️ *** - Kim Ngọc","Nhà mặt phố, mặt tiền",Đã có sổ,8.0,6,4,Không rõ,Hẻm xe hơi,Binh Thanh,19.0,150.0,150.0,150.0,8.0,18.0,126.67,2.995732273553991,0,0,0,0,0,0,1,0,0,0,1,True,3
Bán nhanh Biệt Thự Đặng Thùy Trâm. 15x16m 3 Lầu mới giá 28.5 tỷ TL,"Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Cần tiền xoay trước tết. Gia chủ cần bán nhanh căn Biệt Thự mới Xây đường Đặng Thùy Trâm. Bình Thạnh.
Vị trí cực đẹp ngay công viên lớn 3000m2, gần Đại học Văn Lang, tiện về sân bay Tân Sơn Nhất 2km . . .
DT: 15X16m biệt thự đơn lập mới xây hoàn công đầy đủ. Nội thất cao cấp.
Giá *** thị trường cho khách mua nhanh.
Chỉ 28,5 tỷ còn tl cho khách mua nhanh.
LH: SĐT để thông tin chi tiết",Nhà biệt thự,Đã có sổ,6.0,6,3,Nội thất cao cấp,Không rõ,Binh Thanh,28.5,240.0,240.0,380.0,15.0,16.0,118.75,3.3843902633457743,0,0,0,0,0,0,0,0,0,0,1,True,2
HXH -NGUYỄN VĂN ĐẬU - P11 BT MỚI FULL NT,"Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","CHẤN ĐỘNG - HXH - NGUYỄN VĂN ĐẬU - P11 BT - DTSD 40M - MỚI FULL NỘI THẤT 

🌻 Nhà mới kết cấu 1 trệt + 1 lầu, ban công: bao gồm sân để xe, phòng khách, bếp, 1 PN 2 WC.🌻Tặng toàn bộ nội thất mới y như hình, khách vào ở đón Tết.🌻 Hẻm xe hơi tới tận nhà an ninh, yên tĩnh. Hàng xóm dân trí.🌻 Sổ đỏ riêng biệt, hoàn công đủ, sẵn sàng giao dịch.","Nhà ngõ, hẻm",Đã có sổ,2.0,2,2,Hoàn thiện cơ bản,Hẻm xe hơi,Binh Thanh,2.99,20.0,20.0,40.0,9.0,2.0,149.5,1.383791230901772,0,0,0,0,0,1,1,0,0,0,1,True,1
BÁN CHDV 6 TẦNG - 12 PHÒNG - HXT - THU NHẬP 70TR/ TH - BÙI HỮU NGHĨA,"Đường Bùi Hữu Nghĩa, Phường 2, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","🏢 BÁN TÒA NHÀ BÙI HỮU NGHĨA – Q. BÌNH THẠNH – SÁT QUẬN 1 – DÒNG TIỀN 70TR/THÁNG

📍 Địa chỉ: 280/ Bùi Hữu Nghĩa, Phường 02, Quận Bình Thạnh
📐 Diện tích: 78m²
🏗 Kết cấu: 1 trệt + 4 lầu + sân thượng – đúc kiên cố, thiết kế hiện đại, tối ưu khai thác kinh doanh
🛏 Hiện trạng:

Gồm 12 phòng khép kín

Nội thất sạch đẹp

Hệ thống điện – nước riêng từng phòng

Vận hành ổn định, dễ quản lý

📄 Pháp lý:

Sổ hồng riêng chính chủ

Hoàn công đầy đủ

Công chứng sang tên ngay

💰 Dòng tiền:
👉 Đang tự kinh doanh, thu nhập ~70 triệu/tháng (dòng tiền thật – ổn định)

💵 Giá bán: 17.99 tỷ (có thương lượng)

🌟 Ưu điểm nổi bật

Vị trí sát Quận 1, trung tâm kết nối nhanh Q1 – Q3 – Phú Nhuận – Q10

Khu dân cư hiện hữu sầm uất, mật độ thuê phòng cực cao

Mô hình tòa nhà căn hộ dịch vụ/cho thuê phòng cực dễ khai thác

Dòng tiền có sẵn – mua là vận hành ngay, không cần cải tạo

Phù hợp: nhà đầu tư giữ tài sản, khai thác dòng tiền, cho thuê dài hạn, CHDV, building mini hotel

📍 Vị trí – Tiện ích

Phường 2, Bình Thạnh – khu trung tâm giáp Quận 1

Gần: chợ Bà Chiểu, trường học, bệnh viện, phòng khám đa khoa

Di chuyển nhanh về trung tâm thành phố

Khu vực luôn khan hiếm nguồn cung phòng cho thuê, tỷ lệ lấp phòng cao","Nhà ngõ, hẻm",Không rõ,11.0,7,5,Không rõ,Hẻm xe hơi,Binh Thanh,17.99,78.0,78.0,78.0,4.0,20.0,230.64,2.9439125248241944,0,1,0,0,0,0,1,0,1,0,0,True,1
HXH - DTSD 40M - 2tầng - MỚI FULL NỘI THẤT,"Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","CHẤN ĐỘNG - HXH - NGUYỄN VĂN ĐẬU - BÌNH THẠNH - DTSD 40M - MỚI FULL NỘI THẤT - 2,99tỷ

- Diện tích: 18m2 , 9 x 2, sử dụng 40m2

🌻 Nhà mới kết cấu 1 trệt + 1 lầu

- Ban công: bao gồm sân để xe, phòng khách, bếp, 1 PN 2 WC.

🌻Tặng toàn bộ nội thất mới y như hình, khách vào ở đón Tết.

🌻 Hẻm xe hơi tới tận nhà an ninh, yên tĩnh. Hàng xóm dân trí.

- Tiện ích xung quanh không thiếu gì

- Mua ở hoặc kinh doanh đều phù hợp

🌻 Sổ đỏ riêng biệt, hoàn công đủ, sẵn sàng giao dịch.

- Liên hệ xem nhà Thuý Phan ***","Nhà ngõ, hẻm",Đã có sổ,1.0,2,2,Hoàn thiện cơ bản,Không rõ,Binh Thanh,2.99,18.0,18.0,18.0,9.0,2.0,166.11,1.383791230901772,0,1,0,0,0,1,1,0,0,0,0,True,1
Kẹt tiền trả nợ e cần bán gấp nhà 2 mặt tiền hxh,"Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","Kẹt tiền trả nợ e cần bán gấp nhà 2 mặt tiền hxh Phường 25 bình thạnh 
+++ Giấy tờ do e đứng tên chính chủ sang tên lun 
+++ Nhà nằm vị trí trung tâm phường 25 bình thạnh trung tâm bình Thạnh cách Nguyễn Gia trí ( D2 cũ 100m) ngay vinhome lankmark 81 
++ Bán kính 500m gần trường cấp 1,2,3 ,5 trường đại học lớn , chợ trước nhà thuận tiện cho thuê , ở , hoặc buôn bán tất cả mặt hàng 
++Giá trên còn thương lượng
++ Chính chủ miễn trung gian","Nhà ngõ, hẻm",Đã có sổ,5.0,5,3,Nội thất đầy đủ,Hẻm xe hơi,Binh Thanh,10.0,120.0,120.0,120.0,5.0,24.0,83.33,2.3978952727983707,0,0,0,0,1,1,1,0,1,0,0,True,1
CHDV 4 TẦNG – 8 PHÒNG – SÁT HẺM Ô TÔ – PHAN ĐĂNG LƯU – GIÁ 9.x TỶ (TL),"Đường Nguyễn Văn Đậu, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","🏢 CHDV 4 TẦNG – 8 PHÒNG – SÁT HẺM Ô TÔ – PHAN ĐĂNG LƯU – GIÁ 9.xTỶ (TL)

Cơ hội hiếm sở hữu nhà CHDV dòng tiền tại khu vực Phan Đăng Lưu – Nguyễn Văn Đậu, vị trí trung tâm, nhu cầu thuê luôn cao, phù hợp nhà đầu tư giữ tiền và khai thác lâu dài.

📐 Thông tin chi tiết:
 • Địa chỉ: Nguyễn Văn Đậu, Phường Bình Lợi Trung
 • Kết cấu: 1 trệt – 1 lửng – 2 lầu – mái đúc BTCT chắc chắn
 • Hiện trạng: Nhà đang khai thác 8 phòng cho thuê khép kín
 • Tiềm năng: Có thể cải tạo, bố trí thêm 2–3 phòng để gia tăng doanh thu

💰 Doanh thu – khai thác:
 • Hiện đang cho thuê khoán ~18,5 triệu/tháng
 • Nếu tự quản lý và làm thêm phòng, doanh thu có thể đạt ~40 triệu/tháng hoặc hơn

📍 Vị trí & tiện ích:
 • Cách chỉ ~10m ra hẻm ô tô, hẻm sạch, rộng, an ninh, dân trí cao
 • Gần chợ Cây Quéo, Phan Đăng Lưu – Nguyễn Văn Đậu
 • Di chuyển nhanh ra Phú Nhuận – Bình Thạnh – trung tâm thành phố
 • Khu vực tập trung văn phòng, dịch vụ, nhu cầu thuê phòng luôn ổn định

📖 Pháp lý:
 • Sổ hồng riêng, pháp lý chuẩn
 • Hoàn công đầy đủ
 • Công chứng sang tên ngay

👉 Phù hợp:
 • Nhà đầu tư mua giữ tài sản + dòng tiền
 • Khai thác CHDV, cho thuê phòng dài hạn
 • Cải tạo nâng cấp để tối ưu lợi nhuận

📞 Liên hệ ngay để xem nhà & làm việc chính chủ – giá còn thương lượng tốt cho khách thiện chí.","Nhà ngõ, hẻm",Đã có sổ,8.0,7,4,Không rõ,Không rõ,Binh Thanh,9.8,70.0,70.0,70.0,5.0,16.952511187304964,140.0,2.379546134130174,0,0,0,1,0,1,1,1,0,0,0,True,1
